,Unnamed: 0,name,wk1_points,wk2_name,wk2_points,wk3_name,wk3_points,wk4_name,wk4_points,wk5_name,wk5_points,wk6_name,wk6_points,wk7_name,wk7_points,wk8_name,wk8_points,wk9_name,wk9_points,wk10_name,wk10_points,wk11_name,wk11_points,wk12_name,wk12_points,wk13_name,wk13_points,wk14_name,wk14_points,wk15_name,wk15_points,wk16_name,wk16_points,wk17_name,wk17_points
191,686,S.Vereen,5.2,T.Niklas,1.6,Ch.Johnson,0.0,L.Webb,0.0,C.Newton,26.2,L.Houston,0.0,D.Henry,2.4000000000000004,F.Gore,10.1,M.Koehn,0.0,D.Johnson,8.8,J.Flacco,9.22,C.Brate,0.6,K.Williams,0.0,M.Trubisky,21.34,J.Hughes,0.0,D.Johnson Jr.,10.1,T.Yates,4.380000000000001
192,460,T.Smith,3.0,L.Fitzgerald,2.1,K.Coleman,0.0,C.Davis,0.0,J.Stewart,4.4,U.Kamalu,0.0,D.Murray,7.6000000000000005,J.Doyle,18.1,K.Huber,0.0,I.Crowell,15.5,D.Woodhead,2.3000000000000003,O.Howard,5.2,D.Coleman,0.0,M.Burton,0.0,J.Poyer,0.0,I.Crowell,4.300000000000001,L.Miller,3.7
193,554,R.Cobb,8.5,P.Dawson,0.0,T.Davis,0.0,A.Levine Sr.,0.0,C.McCaffrey,9.799999999999999,K.Jackson,0.0,D.Walker,4.3,C.Rogers,0.9,A.Erickson,0.0,R.Louis,1.5,A.Collins,13.100000000000001,D.Jackson,6.0,P.Brown,0.0,T.Cohen,8.5,J.Cutler,5.760000000000001,M.Dayes,0.3,A.Blue,13.5
194,443,T.McClain,0.0,A.Lee,0.0,D.Mayo,0.0,J.Smith,0.0,K.Benjamin,11.8,B.McKinney,0.0,R.Matthews,4.0,T.Hilton,1.5,M.Johnson,0.0,K.Britt,9.8,J.Allen,1.7000000000000002,B.Grimes,0.0,M.Hyde,0.0,Jo.Howard,27.5,J.Grant,2.0,J.Gordon,1.9,J.Prosch,0.9
195,50,J.Houston,0.0,C.Jones,0.0,M.Addison,0.0,T.Suggs,0.0,R.Shepard,1.5,B.Scarlett,0.0,J.Smith,2.2,K.Aiken,3.3,G.Iloka,0.0,D.Njoku,0.3,N.Boyle,0.2,P.Murray,0.0,S.Lawson,0.0,B.Cunningham,1.4,M.Gray,0.7,C.Coleman,0.3,C.Hamilton,0.8
196,377,D.Murray,6.0,J.Bethel,0.0,K.Short,0.0,K.Correa,0.0,E.Dickson,17.5,M.Gilchrist,0.0,T.Taylor,4.5,B.Mingo,0.0,R.Glasgow,0.0,R.Higgins,3.4,J.Maclin,3.4,B.Anger,0.0,L.Johnson,0.0,D.Sims,3.2,K.Drake,17.3,R.Louis,3.5,B.Miller,0.9
197,437,M.Foster,0.0,X.Williams,0.0,S.Thompson,0.0,W.Henry,0.0,D.Funchess,11.3,K.Drummond,0.0,E.Weems,0.5,J.Bostic,0.0,C.Fejedelem,0.0,S.Coates,3.8,B.Watson,3.3,R.Smith,0.0,R.Humber,0.0,J.Bellamy,5.2,D.Parker,8.9,D.Njoku,1.3,W.Fuller V,1.7
198,43,A.Bailey,0.0,A.Bethea,0.0,D.Worley,0.0,B.Roethlisberger,10.540000000000001,T.Davis,0.0,D.Cole,0.0,R.Succop,0.0,A.Vinatieri,0.0,V.Rey,0.0,S.DeValve,5.0,M.Wallace,11.6,R.Russell,0.0,T.White,0.0,A.Shaheen,10.4,K.Stills,0.8,R.Higgins,0.0,S.Anderson,0.4
199,584,K.Wright,0.0,J.Mauro,0.0,J.Bradberry,0.0,T.Watson,0.1,G.Gano,0.0,K.Hogan,7.199999999999999,B.Kern,0.0,R.Sanchez,0.0,D.Kirkpatrick,0.0,Z.Gonzalez,0.0,M.Williams,0.6,W.Gholston,0.0,E.Yarbrough,0.0,K.Wright,10.7,J.Landry,9.9,S.DeValve,1.2,C.Thompson,5.4
200,394,D.Searcy,0.0,J.Bynes,0.0,D.Brees,20.8,D.Heyward-Bey,0.3,M.Palardy,0.0,D.Johnson,3.9,A.Jackson,0.0,Q.Bray,0.0,C.Smith,0.0,B.Colquitt,0.0,R.Jensen,0.0,K.Beckwith,0.0,M.Milano,0.0,D.Brown,0.9,J.Thomas,1.5,D.Smith,0.0,K.Fairbairn,0.0
201,126,S.Acho,0.0,B.Baker,0.0,A.Kamara,10.2,J.Conner,2.6,C.Samuel,0.0,I.Crowell,7.3,L.Ryan,0.0,H.Anderson,0.0,D.Dennard,0.0,J.Peppers,0.0,C.Mosley,0.0,K.Alexander,0.0,L.Alexander,0.0,E.Jackson,0.0,A.Fasano,1.5,J.Peppers,0.0,S.Lechler,0.0
202,80,B.Powell,3.9,T.Mathieu,0.0,T.Lewis,2.3,L.Bell,30.599999999999998,C.Munnerlyn,0.0,R.Louis,2.5,B.Orakpo,0.0,A.Morrison,0.0,V.Burfict,0.0,M.Dayes,0.0,P.Onwuasor,0.0,L.David,0.0,E.Gaines,0.0,M.Nugent,0.0,C.Parkey,0.0,Z.Gonzalez,0.0,A.Hal,0.0
203,560,D.House,0.0,F.Rucker,0.0,M.Ingram,8.6,M.Bryant,4.8,J.Byrd,0.0,D.Vitale,0.7,K.Klug,0.0,V.Davis,0.0,J.Shaw,0.0,E.Ogbah,0.0,J.Tucker,0.0,C.Conte,0.0,R.Davis,0.0,P.O'Donnell,0.0,M.Haack,0.0,B.Colquitt,0.0,C.Clements,0.0
204,96,B.Skrine,0.0,O.Pierre,0.0,A.Peterson,3.6999999999999997,J.James,4.0,M.Adams,0.0,S.DeValve,6.9,A.Williamson,0.0,A.Woods,0.0,C.Dunlap,0.0,D.Kindred,0.0,S.Koch,0.0,T.Ward,0.0,A.Washington,0.0,N.Kwiatkoski,0.0,T.McDonald,0.0,N.Orchard,0.0,J.Joseph,0.0
205,392,K.Klug,0.0,P.Peterson,0.0,T.Ginn,11.9,J.Hunter,0.5,L.Kuechly,0.0,S.Coates,1.1,L.Sims,0.0,T.Green,0.0,J.Willis,0.0,T.Coley,0.0,C.Moore,0.0,C.Baker,0.0,L.Pitts,0.0,S.Acho,0.0,K.Alonso,0.0,C.Nassib,0.0,E.Pleasant,0.0
206,1,D.Lewis,0.9,H.Reddick,0.0,M.Thomas,14.7,J.Smith-Schuster,10.7,W.Horton,0.0,D.Njoku,0.0,D.Searcy,0.0,D.Butler,0.0,G.Atkins,0.0,B.Boddy-Calhoun,0.0,M.Campanaro,0.0,J.Evans,0.0,J.Hughes,0.0,J.Jenkins,0.0,X.Howard,0.0,J.Taylor,0.0,J.Clowney,0.0
207,585,R.Sherman,0.0,M.Golden,0.0,C.Fleener,2.1,A.Brown,3.4,Ch.Johnson,0.0,K.Williams,4.1,J.Casey,0.0,T.Basham,0.0,N.Vigil,0.0,J.Meder,0.0,M.Canady,0.0,G.McCoy,0.0,J.Poyer,0.0,C.Prosinski,0.0,T.Fede,0.0,T.Coley,0.0,T.Decoud,0.0
208,57,C.Clay,11.3,K.Dansby,0.0,J.Hill,0.3,C.Heyward,0.0,C.Jones,0.0,B.Treggs,2.0,K.Byard,0.0,H.Ridgeway,0.0,A.Jones,0.0,J.Burgess,0.0,E.Weddle,0.0,R.McClain,0.0,T.Brady,8.32,H.Jones,0.0,V.Taylor,0.0,J.McCourty,0.0,C.Watkins,0.0
209,690,D.Harris,0.0,T.Branch,0.0,B.Coleman,7.1,C.Boswell,0.0,S.Lotulelei,0.0,R.Higgins,1.3,D.Jones,0.0,J.Sheard,0.0,D.Brees,18.72,J.McCourty,0.0,W.Henry,0.0,A.Dalton,19.160000000000004,D.Lewis,9.2,L.Houston,0.0,C.Allen,0.0,C.Kirksey,0.0,K.Johnson,0.0
210,609,A.Robinson,0.7,B.Bortles,9.82,W.Lutz,0.0,J.Berry,0.0,K.Short,0.0,Z.Gonzalez,0.0,D.Morgan,0.0,P.Desir,0.0,A.Kamara,25.200000000000003,C.Kirksey,0.0,M.Judon,0.0,G.Bernard,2.7,J.White,5.0,A.Hicks,0.0,B.McCain,0.0,J.Currie,0.0,B.Cushing,0.0
211,53,T.Taylor,18.76,L.Fournette,12.1,T.Morstead,0.0,S.Davis,0.0,K.Seymour,0.0,B.Colquitt,0.0,W.Woodyard,0.0,T.Brady,17.52,M.Ingram,7.9,M.Garrett,0.0,T.Jefferson,0.0,J.Mixon,22.5,B.Cooks,2.2,K.Fuller,0.0,C.Malveaux,0.0,M.Garrett,0.0,K.Jackson,0.0
212,143,M.Bosher,0.0,C.Grant,1.3,M.Te'o,0.0,S.Tuitt,0.0,M.Addison,0.0,J.Peppers,0.0,N.Palmer,0.0,D.Lewis,5.4,Z.Line,0.4,J.Schobert,0.0,M.Pierce,0.0,B.LaFell,3.3,R.Burkhead,22.3,D.Trevathan,0.0,R.Jones,0.0,L.Edwards,0.0,Z.Cunningham,0.0
213,765,V.Green,4.4,C.Ivory,4.8,T.Hendrickson,0.0,R.Shazier,0.0,S.Thompson,0.0,B.Boddy-Calhoun,0.0,J.Brown,0.0,M.Gillislee,3.4,M.Thomas,6.5,D.Shelton,0.0,Z.Smith,0.0,A.Erickson,1.8,B.Hoyer,-0.2,J.Timu,0.0,S.Anthony,0.0,L.Ogunjobi,0.0,B.Peters,0.0
214,14,L.Guy,0.0,K.Cole,1.3,K.Vaccaro,0.0,J.Hargrave,0.0,J.Peppers,0.0,D.Kindred,0.0,B.Hundley,11.88,R.Burkhead,8.3,C.Fleener,4.6,C.Nassib,0.0,B.Carr,0.0,A.Green,6.6,D.Allen,0.3,P.Amukamara,0.0,C.Harris,0.0,J.Schobert,0.0,B.Dunn,0.0
215,781,C.Harris,0.0,A.Hurns,14.2,D.Parry,0.0,J.Haden,0.0,D.Worley,0.0,J.Collins,0.0,T.Montgomery,1.5,J.White,8.7,B.Coleman,0.7,J.Taylor,0.0,M.Humphrey,0.0,T.Kroft,7.4,R.Gronkowski,14.7,B.Callahan,0.0,N.Suh,0.0,C.Brantley,0.0,B.McKinney,0.0
216,3,C.Hogan,2.5,M.Lee,7.6,T.Davison,0.0,T.Watt,0.0,J.Bradberry,0.0,E.Ogbah,0.0,A.Jones,19.8,B.Cooks,2.6,T.Ginn,11.9,J.Collins,0.0,T.Williams,0.0,T.Boyd,7.7,D.Amendola,3.4,R.Robertson-Harris,0.0,D.Godchaux,0.0,J.Burgess Jr.,0.0,J.Heath,0.0
217,58,A.Holmes,6.1,J.Myers,0.0,A.Anzalone,0.0,T.Alualu,0.0,J.Brissett,17.96,J.Meder,0.0,M.Bennett,1.7,C.Hogan,6.0,W.Snead,-2.0,J.Brissett,15.58,L.Webb,0.0,R.Bullock,0.0,S.Gostkowski,0.0,D.Kizer,17.26,L.Timmons,0.0,K.Nacua,0.0,M.Gilchrist,0.0
218,315,J.Bynes,0.0,B.Nortman,0.0,A.Klein,0.0,T.Matakevich,0.0,M.Mack,15.299999999999999,J.McCourty,0.0,D.Adams,1.2,D.Amendola,1.4,C.Banjo,0.0,M.Mack,2.5999999999999996,C.Davis,0.0,K.Huber,0.0,R.Allen,0.0,D.Johnson Jr.,10.9,C.Wake,0.0,D.Shelton,0.0,K.Drummond,0.0
219,644,M.Addison,0.0,J.Ramsey,0.0,K.Crawley,0.0,W.Gay,0.0,R.Turbin,1.9,C.Kirksey,0.0,G.Allison,1.4,J.Hollister,1.3,M.Unger,0.0,F.Gore,6.1000000000000005,A.Levine Sr.,0.0,A.Jones,0.0,B.Reedy,0.0,I.Crowell,13.1,C.Newton,31.48,A.Dalton,11.42,D.Cole,0.0
220,576,D.Baldwin,6.0,M.Jackson,0.0,V.Bell,0.0,J.Wilcox,0.0,F.Gore,8.6,L.Ogunjobi,0.0,J.Nelson,1.3,R.Gronkowski,11.7,W.Lutz,0.0,C.Rogers,16.7,T.Suggs,0.0,M.Johnson,0.0,M.Flowers,0.0,J.Gordon,12.9,J.Stewart,3.6,G.Bernard,22.8,D.Fales,19.4
221,47,R.Parker,0.0,T.Gipson,0.0,H.Kikaha,0.0,B.Dupree,0.0,D.Daniels,1.3,M.Garrett,0.0,R.Cobb,1.5,S.Gostkowski,0.0,T.Morstead,0.0,J.Doyle,0.9,J.Smith,0.0,P.Sims,0.0,D.Harris,0.0,C.Coleman,12.2,C.McCaffrey,19.6,J.Mixon,3.2,J.Cutler,0.24
222,526,K.Aiken,0.3,A.Colvin,0.0,D.Onyemata,0.0,A.Burns,0.0,B.Williams,1.7,I.Campbell,0.0,J.McCray,0.0,R.Allen,0.0,T.Lewis,0.0,T.Hilton,2.3,T.Savage,13.5,G.Iloka,0.0,L.Guy,0.0,D.Vitale,0.1,F.Whittaker,0.3,J.Malone,-0.2,M.Gray,0.2
223,61,P.DiMarco,0.5,M.Jack,0.0,A.Okafor,0.0,M.Hilton,0.0,T.Hilton,17.7,J.Taylor,0.0,J.Evans,0.0,M.Flowers,0.0,D.Onyemata,0.0,D.Moncrief,12.0,L.Miller,14.299999999999999,R.Glasgow,0.0,A.Branch,0.0,D.Njoku,0.3,D.Byrd,14.5,B.Hill,5.1,K.Drake,9.0
224,518,S.Tolzien,1.32,P.Posluszny,0.0,M.Williams,0.0,V.Williams,0.0,D.Moncrief,3.2,J.Schobert,0.0,M.Crosby,0.0,L.Guy,0.0,C.Robertson,0.0,A.Vinatieri,0.0,D.Foreman,20.0,C.Fejedelem,0.0,M.Brown,0.0,S.DeValve,1.6,D.Funchess,1.9,C.Uzomah,6.1,S.Perry,1.1
225,660,D.Bailey,0.0,E.Ankou,0.0,P.Williams,0.0,D.Kizer,3.7199999999999998,K.Aiken,2.2,C.Brantley,0.0,J.Vogel,0.0,T.Flowers,0.0,K.Vaccaro,0.0,R.Sanchez,0.0,B.Ellington,6.8,K.Minter,0.0,K.Van Noy,0.0,R.Telfer,1.2,G.Olsen,17.6,B.LaFell,0.8,D.Parker,6.4
226,661,C.Jones,0.0,B.Church,0.0,C.Jordan,0.0,K.Hogan,2.6,K.Hogan,0.0,C.Nassib,0.0,T.Davis,0.0,J.Bademosi,0.0,T.Davison,0.0,N.Hairston,0.0,C.Fiedorowicz,1.8,D.Kirkpatrick,0.0,J.Jones,0.0,Z.Gonzalez,0.0,M.Adams,0.0,A.Green,8.1,J.Grant,2.6
227,717,K.Forbath,0.0,C.Campbell,0.0,M.Glennon,6.44,D.Johnson,12.0,A.Vinatieri,0.0,N.Orchard,0.0,D.House,0.0,C.Marsh,0.0,A.Klein,0.0,G.Stewart,0.0,B.Miller,1.4,C.Smith,0.0,D.McCourty,0.0,B.Colquitt,0.0,G.Gano,0.0,T.Kroft,0.3,K.Stills,3.4
228,433,T.Pryor,6.6,T.Smith,0.0,T.Cohen,10.2,I.Crowell,2.7,R.Sanchez,0.0,D.Shelton,0.0,D.Lowry,0.0,P.Chung,0.0,M.Williams,0.0,T.Green,0.0,S.Anderson,2.2,D.Dennard,0.0,M.Butler,0.0,M.Dayes,0.0,M.Palardy,0.0,T.Boyd,3.9,J.Landry,15.2
229,757,C.Robertson,0.0,Y.Ngakoue,0.0,Jo.Howard,26.400000000000002,M.Dayes,0.2,Q.Bray,0.0,T.Coley,0.0,B.Martinez,0.0,K.Van Noy,0.0,V.Bell,0.0,J.Bostic,0.0,D.Hopkins,13.6,G.Atkins,0.0,J.Richards,0.0,T.Holmes,0.0,K.Clay,0.0,A.Erickson,0.0,A.Derby,0.9
230,495,J.Hekker,0.0,A.Bouye,0.0,B.Cunningham,2.3,R.Louis,6.4,H.Anderson,0.0,C.Keenum,13.06,Q.Dial,0.0,J.Jones,0.0,H.Kikaha,0.0,A.Morrison,0.0,K.Fairbairn,0.0,J.Shaw,0.0,S.Gilmore,0.0,D.Kindred,0.0,J.Byrd,0.0,R.Glasgow,0.0,A.Fasano,0.1
231,473,R.McLeod,0.0,M.Bennett,0.0,Z.Miller,1.7,K.Britt,5.2,J.George,0.0,J.McKinnon,19.9,M.Evans,0.0,D.McCourty,0.0,A.Okafor,0.0,A.Woods,0.0,S.Lechler,0.0,C.Dunlap,0.0,A.Butler,0.0,T.Coley,0.0,L.Kuechly,0.0,R.Bullock,0.0,D.Smith,2.7
232,411,G.Tavecchio,0.0,M.Mariota,13.0,A.Shaheen,6.2,D.Njoku,1.1,J.Bostic,0.0,L.Murray,3.6999999999999997,C.Matthews,0.0,M.Butler,0.0,K.Crawley,0.0,M.Farley,0.0,C.Thompson,0.0,C.Lawson,0.0,P.Chung,0.0,J.McCourty,0.0,W.Horton,0.0,K.Huber,0.0,C.Parkey,0.0
233,363,T.Gipson,0.0,D.Walker,12.2,D.Thompson,0.9,S.DeValve,0.2,A.Morrison,0.0,M.Floyd,0.5,N.Perry,0.0,J.Richards,0.0,P.Williams,0.0,H.Ridgeway,0.0,J.Jenkins,0.0,J.Evans,0.0,E.Roberts,0.0,C.Kirksey,0.0,C.Jones,0.0,M.Johnson,0.0,M.Haack,0.0
234,656,C.Beasley,3.2,J.Fowler,6.3,M.Cooper,0.0,J.Tretter,0.0,V.Davis,0.0,K.Rudolph,4.7,K.Clark,0.0,A.Butler,0.0,M.Te'o,0.0,J.Hankins,0.0,A.Hal,0.0,J.Willis,0.0,D.Wise,0.0,N.Orchard,0.0,S.Lotulelei,0.0,G.Iloka,0.0,W.Aikens,0.0
235,692,D.Harrison,0.0,D.Henry,15.2,C.Whitehair,0.0,E.Ogbah,0.0,A.Woods,0.0,L.Treadwell,5.1,K.King,0.0,E.Roberts,0.0,T.Hendrickson,0.0,R.Melvin,0.0,J.Joseph,0.0,V.Burfict,0.0,E.Lee,0.0,M.Garrett,0.0,K.Coleman,0.0,C.Lawson,0.0,T.McDonald,0.0
236,90,J.Stanford,0.0,D.Fluellen,1.8,A.Hicks,0.0,Z.Gonzalez,0.0,M.Farley,0.0,A.Thielen,9.7,J.Hawkins,0.0,D.Wise,0.0,M.Lattimore,0.0,J.Mbu,0.0,E.Pleasant,0.0,N.Vigil,0.0,M.Trubisky,9.98,L.Ogunjobi,0.0,T.Davis,0.0,C.Fejedelem,0.0,K.Alonso,0.0
237,69,L.Johnson,0.0,T.Taylor,5.800000000000001,B.Massie,0.0,B.Colquitt,0.0,D.Butler,0.0,K.Forbath,0.0,K.Fackrell,0.0,P.Rivers,10.48,C.Jordan,0.0,D.Butler,0.0,J.Clowney,0.0,D.Kizer,20.62,T.Cohen,4.4399999999999995,K.Nacua,0.0,K.Seymour,0.0,V.Rey,0.0,X.Howard,0.0
238,487,D.Carrier,1.2,D.Murray,2.8,S.McManis,0.0,J.Peppers,0.0,J.Hankins,0.0,R.Quigley,0.0,D.Randall,0.0,M.Gordon,19.9,R.Fitzpatrick,9.72,M.Hunt,0.0,K.Johnson,0.0,C.Kessler,0.0,Jo.Howard,3.3,J.Schobert,0.0,M.Addison,0.0,D.Kirkpatrick,0.0,G.Wright,0.0
239,412,M.King,0.0,C.Davis,0.4,C.Barth,0.0,D.Kindred,0.0,R.Melvin,0.0,S.Coley,0.0,J.Jones,0.0,A.Ekeler,2.1,J.Winston,3.4800000000000004,B.Mingo,0.0,D.Reader,0.0,D.Johnson Jr.,6.7,D.Inman,8.1,C.Brantley,0.0,B.Cox,0.0,C.Smith,0.0,A.Branch,0.0
240,457,A.Jeffery,5.8,R.Matthews,4.3,P.O'Donnell,0.0,T.Coley,0.0,H.Ridgeway,0.0,M.Sherels,0.0,C.Odom,0.0,B.Oliver,0.3,D.Jackson,3.3,J.Sheard,0.0,Z.Cunningham,0.0,I.Crowell,10.5,D.Sims,0.5,J.Burgess Jr.,0.0,J.Peppers,0.0,D.Dennard,0.0,M.Hull,0.0
241,653,A.Morris,0.1,J.Smith,9.0,L.Floyd,0.0,B.Boddy-Calhoun,0.0,M.Hunt,0.0,H.Smith,0.0,K.Brice,0.0,T.Benjamin,13.8,P.Barber,5.4,P.Desir,0.0,U.Kamalu,0.0,C.Coleman,6.4,J.Bellamy,0.4,C.Nassib,0.0,D.Worley,0.0,V.Burfict,0.0,C.Allen,0.0
242,82,J.Kearse,5.9,E.Decker,3.2,P.McPhee,0.0,J.Meder,0.0,B.Mingo,0.0,S.Stephen,0.0,H.Clinton-Dix,0.0,K.Allen,6.1,D.Martin,0.7,B.Roethlisberger,17.939999999999998,K.Jackson,0.0,K.Britt,5.2,E.Jackson,0.1,M.Jordan,0.0,J.Bradberry,0.0,C.Dunlap,0.0,C.Malveaux,0.0
243,417,B.Irvin,0.0,E.Walden,0.0,C.Jones,0.0,J.McCourty,0.0,J.Sheard,0.0,T.Waynes,0.0,M.Daniels,0.0,H.Henry,1.1,L.Stocker,7.3,M.Bryant,5.3,B.McKinney,0.0,R.Higgins,3.0,K.Wright,2.5,J.Taylor,0.0,A.Rodgers,21.900000000000002,B.Bell,0.0,R.Jones,0.0
244,501,T.Walker,0.0,R.Succop,0.0,W.Young,0.0,C.Kirksey,0.0,J.Simon,0.0,X.Rhodes,0.0,D.Brees,19.14,A.Gates,2.5,M.Evans,1.3,J.Conner,1.2,J.Heath,0.0,D.Njoku,4.7,D.Brown,1.3,B.Hundley,25.700000000000003,J.Williams,3.0,S.Williams,0.0,S.Anthony,0.0
245,280,T.Whitehead,0.0,B.Kern,0.0,J.Bullard,0.0,M.Jordan,0.0,M.Hooker,0.0,E.Lamur,0.0,A.Kamara,10.7,M.Williams,0.7,B.Reedy,1.5,L.Bell,11.2,M.Gilchrist,0.0,S.DeValve,3.3,C.Santos,0.0,J.Williams,23.8,A.Jones,5.3,J.Evans,0.0,C.Wake,0.0
246,172,G.Iloka,0.0,E.Weems,0.0,K.Fuller,0.0,L.Ogunjobi,0.0,P.Desir,0.0,D.Hunter,0.0,M.Ingram,17.0,Ty.Williams,2.4,A.Humphries,1.4,V.McDonald,7.6,B.Scarlett,0.0,Z.Gonzalez,0.0,P.O'Donnell,0.0,J.Whitehead,0.7,L.Kendricks,0.5,W.Jackson,0.0,D.Godchaux,0.0
247,646,L.Kuechly,0.0,A.Jackson,0.0,M.Unrein,0.0,J.Schobert,0.0,B.Hoyer,22.119999999999997,B.Robison,0.0,M.Thomas,8.2,N.Novak,0.0,C.Godwin,0.9,E.Rogers,0.2,B.Dunn,0.0,B.Colquitt,0.0,N.Kwiatkoski,0.0,A.Jones,-0.2,R.Rodgers,13.7,J.Willis,0.0,L.Timmons,0.0
248,811,M.Ingram,0.0,L.Ryan,0.0,D.Trevathan,0.0,C.Brantley,0.0,R.Mostert,0.3,A.Barr,0.0,C.Fleener,2.2,D.Kaser,0.0,C.Sims III,1.1,J.Smith-Schuster,15.7,B.Gabbert,19.580000000000002,M.Dayes,0.0,M.Cooper,0.0,G.Allison,2.9,J.Nelson,2.8,H.Nickerson,0.0,T.Taylor,15.66
249,595,B.Wagner,0.0,B.Orakpo,0.0,E.Jackson,0.0,J.Burgess,0.0,C.Hyde,1.8,A.Harris,0.0,B.Coleman,9.1,M.Davis,0.0,O.Howard,-1.4,A.Brown,4.7,K.Williams,1.8,J.Peppers,0.0,R.Robertson-Harris,0.0,J.Nelson,3.3,G.Allison,1.2999999999999998,J.Shaw,0.0,K.Williams,6.1
250,797,C.Hayward,0.0,K.Klug,0.0,J.Timu,0.0,C.Nassib,0.0,M.Breida,7.1000000000000005,M.Alexander,0.0,T.Ginn,14.1,C.Hayward,0.0,C.Brate,0.9,C.Boswell,0.0,A.Peterson,3.9000000000000004,B.Boddy-Calhoun,0.0,C.Prosinski,0.0,L.Kendricks,1.1,D.Adams,11.7,M.Stafford,10.819999999999999,L.McCoy,3.2
251,573,R.Wilson,8.32,A.Williamson,0.0,P.Amukamara,0.0,N.Orchard,0.0,K.Juszczyk,7.7,T.Newman,0.0,W.Lutz,0.0,K.Emanuel,0.0,T.Ward,0.0,J.Berry,0.0,J.Nelson,1.4,T.Holmes,0.0,M.Unrein,0.0,D.Adams,20.4,R.Cobb,14.4,T.Riddick,3.9,M.Tolbert,4.5
252,796,T.Benjamin,10.3,L.Sims,0.0,B.Callahan,0.0,J.Taylor,0.0,P.Garcon,9.4,E.Griffen,0.0,T.Morstead,0.0,D.Philon,0.0,P.Murray,0.0,T.Watson,0.0,R.Seals-Jones,17.4,D.Kindred,0.0,L.Houston,0.0,R.Cobb,3.9,M.Crosby,0.0,T.Green,10.3,M.Murphy,4.8
253,474,N.Bradham,0.0,D.Searcy,0.0,E.Goldman,0.0,A.Dalton,28.339999999999996,G.Kittle,14.3,J.Johnson,0.0,T.Lewis,0.0,J.Bosa,0.0,B.Anger,0.0,S.Davis,0.0,D.Foster,2.6,T.Coley,0.0,J.Bullard,0.0,M.Crosby,0.0,J.Vogel,0.0,A.Abdullah,2.6,K.Benjamin,2.7
254,521,R.Turbin,0.29999999999999993,J.Brown,0.0,Q.Demps,0.0,G.Bernard,13.899999999999999,T.Taylor,0.6,L.Joseph,0.0,D.Onyemata,0.0,T.Boston,0.0,R.Smith,0.0,S.Tuitt,0.0,Ja.Brown,2.2,D.Shelton,0.0,A.Hicks,0.0,J.Vogel,0.0,T.Davis,0.0,E.Ebron,14.3,P.DiMarco,0.4
255,572,M.Daniels,0.0,B.McCain,0.0,B.Roethlisberger,12.0,J.Hill,2.6,G.Celek,0.6,E.Kendricks,0.0,C.Robertson,0.0,T.Palepoi,0.0,R.Russell,0.0,R.Shazier,0.0,J.Brown,1.8,J.McCourty,0.0,K.Fuller,0.0,T.Davis,0.0,D.Lowry,0.0,K.Golladay,2.8,C.Clay,6.4
256,442,J.Norman,0.0,K.Byard,0.0,T.Watson,0.3,J.Mixon,4.8,A.Robinson,0.5,B.Hundley,4.58,K.Vaccaro,0.0,D.Square,0.0,K.Beckwith,0.0,C.Sensabaugh,0.0,J.Gresham,1.0,C.Kirksey,0.0,C.Jones,0.0,D.House,0.0,B.Martinez,0.0,G.Tate,1.4,Z.Jones,2.5
257,810,K.Toomer,0.0,D.Jones,0.0,L.Bell,15.8,C.Uzomah,1.1,M.Goodwin,11.6,A.Rodgers,0.72,S.Rankins,0.0,J.Addae,0.0,W.Gholston,0.0,M.Mitchell,0.0,L.Fitzgerald,15.1,M.Garrett,0.0,D.Trevathan,0.0,D.Lowry,0.0,A.Brooks,0.0,M.Jones Jr.,5.0,D.Thompson,2.3
258,273,M.Jones,9.7,D.Morgan,0.0,M.Bryant,3.0,B.LaFell,1.7,R.Gould,0.0,T.Montgomery,3.0999999999999996,T.Davison,0.0,A.Phillips,0.0,V.Hargreaves III,0.0,T.Watt,0.0,B.Baker,0.0,J.Schobert,0.0,J.Jenkins,0.0,B.Martinez,0.0,V.Biegel,0.0,M.Prater,0.0,N.O'Leary,8.6
259,599,J.Lane,0.0,W.Woodyard,0.0,J.James,1.9,R.Hewitt,1.6,B.Pinion,0.0,A.Jones,4.199999999999999,R.Bush,0.0,D.King,0.0,C.McDonald,0.0,T.Alualu,0.0,P.Dawson,0.0,C.Brantley,0.0,P.Amukamara,0.0,A.Brooks,0.0,M.Evans,0.0,S.Martin,0.0,S.Hauschka,0.0
260,359,B.Nortman,0.0,J.Casey,0.0,J.Smith-Schuster,3.9,A.Green,12.3,V.Bolden,0.0,M.Bennett,2.2,A.Klein,0.0,H.Pullard,0.0,C.Conte,0.0,C.Heyward,0.0,A.Lee,0.0,J.Burgess Jr.,0.0,E.Goldman,0.0,V.Biegel,0.0,M.Daniels,0.0,A.Spence,0.0,C.Schmidt,0.0
261,114,J.Bellamy,2.7,C.Riley,0.0,A.Brown,17.0,T.Kroft,18.8,E.Mitchell,0.0,A.Ripkowski,0.0,K.Crawley,0.0,K.Toomer,0.0,K.Alexander,0.0,W.Gay,0.0,B.Golden,0.0,C.Nassib,0.0,P.McPhee,0.0,M.Adams,0.0,K.Clark,0.0,E.Ansah,0.0,B.Tate,0.0
